"REF_DATE","GEO","DGUID","Sex","Age groups","Student response","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1994","Canada","","Males","13 years","Yes","Percent","239","units ","0","v825331","4.1.2.1","4","","","","0"
"1994","Canada","","Males","13 years","No, because my weight is fine","Percent","239","units ","0","v825329","4.1.2.2","77","","","","0"
"1994","Canada","","Males","13 years","No, but I need to lose weight","Percent","239","units ","0","v825330","4.1.2.3","19","","","","0"
"1994","Canada","","Males","15 years","Yes","Percent","239","units ","0","v825505","4.1.3.1","3","","","","0"
"1994","Canada","","Males","15 years","No, because my weight is fine","Percent","239","units ","0","v825503","4.1.3.2","79","","","","0"
"1994","Canada","","Males","15 years","No, but I need to lose weight","Percent","239","units ","0","v825504","4.1.3.3","19","","","","0"
"1994","Canada","","Females","11 years","Yes","Percent","239","units ","0","v825160","4.2.1.1","9","","","","0"
"1994","Canada","","Females","11 years","No, because my weight is fine","Percent","239","units ","0","v825158","4.2.1.2","69","","","","0"
"1994","Canada","","Females","11 years","No, but I need to lose weight","Percent","239","units ","0","v825159","4.2.1.3","22","","","","0"
"1994","Canada","","Females","13 years","Yes","Percent","239","units ","0","v825334","4.2.2.1","12","","","","0"
"1994","Canada","","Females","13 years","No, because my weight is fine","Percent","239","units ","0","v825332","4.2.2.2","63","","","","0"
"1994","Canada","","Females","13 years","No, but I need to lose weight","Percent","239","units ","0","v825333","4.2.2.3","26","","","","0"
"1994","Canada","","Females","15 years","Yes","Percent","239","units ","0","v825508","4.2.3.1","18","","","","0"
"1994","Canada","","Females","15 years","No, because my weight is fine","Percent","239","units ","0","v825506","4.2.3.2","52","","","","0"
"1994","Canada","","Females","15 years","No, but I need to lose weight","Percent","239","units ","0","v825507","4.2.3.3","30","","","","0"
"1994","Czech Republic","","Males","11 years","Yes","Percent","239","units ","0","v825211","5.1.1.1","9","","","","0"
"1994","Czech Republic","","Males","11 years","No, because my weight is fine","Percent","239","units ","0","v825209","5.1.1.2","70","","","","0"
"1994","Czech Republic","","Males","11 years","No, but I need to lose weight","Percent","239","units ","0","v825210","5.1.1.3","22","","","","0"
"1994","Czech Republic","","Males","13 years","Yes","Percent","239","units ","0","v825385","5.1.2.1","7","","","","0"
"1994","Czech Republic","","Males","13 years","No, because my weight is fine","Percent","239","units ","0","v825383","5.1.2.2","78","","","","0"
"1994","Czech Republic","","Males","13 years","No, but I need to lose weight","Percent","239","units ","0","v825384","5.1.2.3","15","","","","0"
"1994","Czech Republic","","Males","15 years","Yes","Percent","239","units ","0","v825559","5.1.3.1","7","","","","0"
"1994","Czech Republic","","Males","15 years","No, because my weight is fine","Percent","239","units ","0","v825557","5.1.3.2","78","","","","0"
"1994","Czech Republic","","Males","15 years","No, but I need to lose weight","Percent","239","units ","0","v825558","5.1.3.3","16","","","","0"
"1994","Czech Republic","","Females","11 years","Yes","Percent","239","units ","0","v825214","5.2.1.1","13","","","","0"
"1994","Czech Republic","","Females","11 years","No, because my weight is fine","Percent","239","units ","0","v825212","5.2.1.2","58","","","","0"
"1994","Czech Republic","","Females","11 years","No, but I need to lose weight","Percent","239","units ","0","v825213","5.2.1.3","29","","","","0"
"1994","Czech Republic","","Females","13 years","Yes","Percent","239","units ","0","v825388","5.2.2.1","15","","","","0"
"1994","Czech Republic","","Females","13 years","No, because my weight is fine","Percent","239","units ","0","v825386","5.2.2.2","55","","","","0"
"1994","Czech Republic","","Females","13 years","No, but I need to lose weight","Percent","239","units ","0","v825387","5.2.2.3","31","","","","0"
"1994","Czech Republic","","Females","15 years","Yes","Percent","239","units ","0","v825562","5.2.3.1","13","","","","0"
"1994","Czech Republic","","Females","15 years","No, because my weight is fine","Percent","239","units ","0","v825560","5.2.3.2","53","","","","0"
"1994","Czech Republic","","Females","15 years","No, but I need to lose weight","Percent","239","units ","0","v825561","5.2.3.3","34","","","","0"
"1994","Denmark","","Males","11 years","Yes","Percent","239","units ","0","v825217","6.1.1.1","5","","","","0"
"1994","Denmark","","Males","11 years","No, because my weight is fine","Percent","239","units ","0","v825215","6.1.1.2","76","","","","0"
"1994","Denmark","","Males","11 years","No, but I need to lose weight","Percent","239","units ","0","v825216","6.1.1.3","18","","","","0"
"1994","Denmark","","Males","13 years","Yes","Percent","239","units ","0","v825391","6.1.2.1","5","","","","0"
"1994","Denmark","","Males","13 years","No, because my weight is fine","Percent","239","units ","0","v825389","6.1.2.2","77","","","","0"
"1994","Denmark","","Males","13 years","No, but I need to lose weight","Percent","239","units ","0","v825390","6.1.2.3","19","","","","0"
"1994","Denmark","","Males","15 years","Yes","Percent","239","units ","0","v825565","6.1.3.1","4","","","","0"
"1994","Denmark","","Males","15 years","No, because my weight is fine","Percent","239","units ","0","v825563","6.1.3.2","79","","","","0"
"1994","Denmark","","Males","15 years","No, but I need to lose weight","Percent","239","units ","0","v825564","6.1.3.3","17","","","","0"
"1994","Denmark","","Females","11 years","Yes","Percent","239","units ","0","v825220","6.2.1.1","8","","","","0"
"1994","Denmark","","Females","11 years","No, because my weight is fine","Percent","239","units ","0","v825218","6.2.1.2","70","","","","0"
"1994","Denmark","","Females","11 years","No, but I need to lose weight","Percent","239","units ","0","v825219","6.2.1.3","22","","","","0"
"1994","Denmark","","Females","13 years","Yes","Percent","239","units ","0","v825394","6.2.2.1","15","","","","0"
"1994","Denmark","","Females","13 years","No, because my weight is fine","Percent","239","units ","0","v825392","6.2.2.2","59","","","","0"
"1994","Denmark","","Females","13 years","No, but I need to lose weight","Percent","239","units ","0","v825393","6.2.2.3","27","","","","0"
"1994","Denmark","","Females","15 years","Yes","Percent","239","units ","0","v825568","6.2.3.1","14","","","","0"
"1994","Denmark","","Females","15 years","No, because my weight is fine","Percent","239","units ","0","v825566","6.2.3.2","55","","","","0"
"1994","Denmark","","Females","15 years","No, but I need to lose weight","Percent","239","units ","0","v825567","6.2.3.3","31","","","","0"
"1994","Estonia","","Males","11 years","Yes","Percent","239","units ","0","v825223","7.1.1.1","4","","","","0"
"1994","Estonia","","Males","11 years","No, because my weight is fine","Percent","239","units ","0","v825221","7.1.1.2","86","","","","0"
"1994","Estonia","","Males","11 years","No, but I need to lose weight","Percent","239","units ","0","v825222","7.1.1.3","10","","","","0"
"1994","Estonia","","Males","13 years","Yes","Percent","239","units ","0","v825397","7.1.2.1","3","","","","0"
"1994","Estonia","","Males","13 years","No, because my weight is fine","Percent","239","units ","0","v825395","7.1.2.2","81","","","","0"
"1994","Estonia","","Males","13 years","No, but I need to lose weight","Percent","239","units ","0","v825396","7.1.2.3","16","","","","0"
"1994","Estonia","","Males","15 years","Yes","Percent","239","units ","0","v825571","7.1.3.1","2","","","","0"
"1994","Estonia","","Males","15 years","No, because my weight is fine","Percent","239","units ","0","v825569","7.1.3.2","87","","","","0"
"1994","Estonia","","Males","15 years","No, but I need to lose weight","Percent","239","units ","0","v825570","7.1.3.3","10","","","","0"
"1994","Estonia","","Females","11 years","Yes","Percent","239","units ","0","v825226","7.2.1.1","8","","","","0"
"1994","Estonia","","Females","11 years","No, because my weight is fine","Percent","239","units ","0","v825224","7.2.1.2","75","","","","0"
"1994","Estonia","","Females","11 years","No, but I need to lose weight","Percent","239","units ","0","v825225","7.2.1.3","17","","","","0"
"1994","Estonia","","Females","13 years","Yes","Percent","239","units ","0","v825400","7.2.2.1","5","","","","0"
"1994","Estonia","","Females","13 years","No, because my weight is fine","Percent","239","units ","0","v825398","7.2.2.2","67","","","","0"
"1994","Estonia","","Females","13 years","No, but I need to lose weight","Percent","239","units ","0","v825399","7.2.2.3","28","","","","0"
"1994","Estonia","","Females","15 years","Yes","Percent","239","units ","0","v825574","7.2.3.1","7","","","","0"
"1994","Estonia","","Females","15 years","No, because my weight is fine","Percent","239","units ","0","v825572","7.2.3.2","56","","","","0"
"1994","Estonia","","Females","15 years","No, but I need to lose weight","Percent","239","units ","0","v825573","7.2.3.3","37","","","","0"
"1994","Finland","","Males","11 years","Yes","Percent","239","units ","0","v825163","8.1.1.1","5","","","","0"
"1994","Finland","","Males","11 years","No, because my weight is fine","Percent","239","units ","0","v825161","8.1.1.2","78","","","","0"
"1994","Finland","","Males","11 years","No, but I need to lose weight","Percent","239","units ","0","v825162","8.1.1.3","17","","","","0"
"1994","Finland","","Males","13 years","Yes","Percent","239","units ","0","v825337","8.1.2.1","3","","","","0"
"1994","Finland","","Males","13 years","No, because my weight is fine","Percent","239","units ","0","v825335","8.1.2.2","79","","","","0"
"1994","Finland","","Males","13 years","No, but I need to lose weight","Percent","239","units ","0","v825336","8.1.2.3","18","","","","0"
"1994","Finland","","Males","15 years","Yes","Percent","239","units ","0","v825511","8.1.3.1","2","","","","0"
"1994","Finland","","Males","15 years","No, because my weight is fine","Percent","239","units ","0","v825509","8.1.3.2","82","","","","0"
"1994","Finland","","Males","15 years","No, but I need to lose weight","Percent","239","units ","0","v825510","8.1.3.3","16","","","","0"
"1994","Finland","","Females","11 years","Yes","Percent","239","units ","0","v825166","8.2.1.1","6","","","","0"
"1994","Finland","","Females","11 years","No, because my weight is fine","Percent","239","units ","0","v825164","8.2.1.2","67","","","","0"
"1994","Finland","","Females","11 years","No, but I need to lose weight","Percent","239","units ","0","v825165","8.2.1.3","27","","","","0"
"1994","Finland","","Females","13 years","Yes","Percent","239","units ","0","v825340","8.2.2.1","6","","","","0"
"1994","Finland","","Females","13 years","No, because my weight is fine","Percent","239","units ","0","v825338","8.2.2.2","60","","","","0"
"1994","Finland","","Females","13 years","No, but I need to lose weight","Percent","239","units ","0","v825339","8.2.2.3","33","","","","0"
"1994","Finland","","Females","15 years","Yes","Percent","239","units ","0","v825514","8.2.3.1","6","","","","0"
"1994","Finland","","Females","15 years","No, because my weight is fine","Percent","239","units ","0","v825512","8.2.3.2","63","","","","0"
"1994","Finland","","Females","15 years","No, but I need to lose weight","Percent","239","units ","0","v825513","8.2.3.3","31","","","","0"
"1994","France","","Males","11 years","Yes","Percent","239","units ","0","v825229","9.1.1.1","6","","","","0"
"1994","France","","Males","11 years","No, because my weight is fine","Percent","239","units ","0","v825227","9.1.1.2","78","","","","0"
"1994","France","","Males","11 years","No, but I need to lose weight","Percent","239","units ","0","v825228","9.1.1.3","16","","","","0"
"1994","France","","Males","13 years","Yes","Percent","239","units ","0","v825403","9.1.2.1","3","","","","0"
"1994","France","","Males","13 years","No, because my weight is fine","Percent","239","units ","0","v825401","9.1.2.2","79","","","","0"
"1994","France","","Males","13 years","No, but I need to lose weight","Percent","239","units ","0","v825402","9.1.2.3","18","","","","0"
"1994","France","","Males","15 years","Yes","Percent","239","units ","0","v825577","9.1.3.1","4","","","","0"
"1994","France","","Males","15 years","No, because my weight is fine","Percent","239","units ","0","v825575","9.1.3.2","84","","","","0"
"1994","France","","Males","15 years","No, but I need to lose weight","Percent","239","units ","0","v825576","9.1.3.3","12","","","","0"
"1994","France","","Females","11 years","Yes","Percent","239","units ","0","v825232","9.2.1.1","11","","","","0"
"1994","France","","Females","11 years","No, because my weight is fine","Percent","239","units ","0","v825230","9.2.1.2","59","","","","0"
"1994","France","","Females","11 years","No, but I need to lose weight","Percent","239","units ","0","v825231","9.2.1.3","30","","","","0"
"1994","France","","Females","13 years","Yes","Percent","239","units ","0","v825406","9.2.2.1","16","","","","0"
"1994","France","","Females","13 years","No, because my weight is fine","Percent","239","units ","0","v825404","9.2.2.2","55","","","","0"
"1994","France","","Females","13 years","No, but I need to lose weight","Percent","239","units ","0","v825405","9.2.2.3","29","","","","0"
"1994","France","","Females","15 years","Yes","Percent","239","units ","0","v825580","9.2.3.1","18","","","","0"
"1994","France","","Females","15 years","No, because my weight is fine","Percent","239","units ","0","v825578","9.2.3.2","50","","","","0"
"1994","France","","Females","15 years","No, but I need to lose weight","Percent","239","units ","0","v825579","9.2.3.3","32","","","","0"
"1994","Germany","","Males","11 years","Yes","Percent","239","units ","0","v825235","10.1.1.1","11","","","","0"
"1994","Germany","","Males","11 years","No, because my weight is fine","Percent","239","units ","0","v825233","10.1.1.2","74","","","","0"
"1994","Germany","","Males","11 years","No, but I need to lose weight","Percent","239","units ","0","v825234","10.1.1.3","16","","","","0"
"1994","Germany","","Males","13 years","Yes","Percent","239","units ","0","v825409","10.1.2.1","8","","","","0"
"1994","Germany","","Males","13 years","No, because my weight is fine","Percent","239","units ","0","v825407","10.1.2.2","71","","","","0"
"1994","Germany","","Males","13 years","No, but I need to lose weight","Percent","239","units ","0","v825408","10.1.2.3","21","","","","0"
"1994","Germany","","Males","15 years","Yes","Percent","239","units ","0","v825583","10.1.3.1","5","","","","0"
"1994","Germany","","Males","15 years","No, because my weight is fine","Percent","239","units ","0","v825581","10.1.3.2","80","","","","0"
"1994","Germany","","Males","15 years","No, but I need to lose weight","Percent","239","units ","0","v825582","10.1.3.3","15","","","","0"
"1994","Germany","","Females","11 years","Yes","Percent","239","units ","0","v825238","10.2.1.1","15","","","","0"
"1994","Germany","","Females","11 years","No, because my weight is fine","Percent","239","units ","0","v825236","10.2.1.2","63","","","","0"
"1994","Germany","","Females","11 years","No, but I need to lose weight","Percent","239","units ","0","v825237","10.2.1.3","22","","","","0"
"1994","Germany","","Females","13 years","Yes","Percent","239","units ","0","v825412","10.2.2.1","15","","","","0"
"1994","Germany","","Females","13 years","No, because my weight is fine","Percent","239","units ","0","v825410","10.2.2.2","52","","","","0"
"1994","Germany","","Females","13 years","No, but I need to lose weight","Percent","239","units ","0","v825411","10.2.2.3","33","","","","0"
"1994","Germany","","Females","15 years","Yes","Percent","239","units ","0","v825586","10.2.3.1","17","","","","0"
"1994","Germany","","Females","15 years","No, because my weight is fine","Percent","239","units ","0","v825584","10.2.3.2","49","","","","0"
"1994","Germany","","Females","15 years","No, but I need to lose weight","Percent","239","units ","0","v825585","10.2.3.3","34","","","","0"
"1994","Greenland","","Males","11 years","Yes","Percent","239","units ","0","v825241","12.1.1.1","7","","","","0"
"1994","Greenland","","Males","11 years","No, because my weight is fine","Percent","239","units ","0","v825239","12.1.1.2","77","","","","0"
"1994","Greenland","","Males","11 years","No, but I need to lose weight","Percent","239","units ","0","v825240","12.1.1.3","16","","","","0"
"1994","Greenland","","Males","13 years","Yes","Percent","239","units ","0","v825415","12.1.2.1","9","","","","0"
"1994","Greenland","","Males","13 years","No, because my weight is fine","Percent","239","units ","0","v825413","12.1.2.2","81","","","","0"
"1994","Greenland","","Males","13 years","No, but I need to lose weight","Percent","239","units ","0","v825414","12.1.2.3","10","","","","0"
"1994","Greenland","","Males","15 years","Yes","Percent","239","units ","0","v825589","12.1.3.1","8","","","","0"
"1994","Greenland","","Males","15 years","No, because my weight is fine","Percent","239","units ","0","v825587","12.1.3.2","80","","","","0"
"1994","Greenland","","Males","15 years","No, but I need to lose weight","Percent","239","units ","0","v825588","12.1.3.3","13","","","","0"
"1994","Greenland","","Females","11 years","Yes","Percent","239","units ","0","v825244","12.2.1.1","8","","","","0"
"1994","Greenland","","Females","11 years","No, because my weight is fine","Percent","239","units ","0","v825242","12.2.1.2","71","","","","0"
"1994","Greenland","","Females","11 years","No, but I need to lose weight","Percent","239","units ","0","v825243","12.2.1.3","21","","","","0"
"1994","Greenland","","Females","13 years","Yes","Percent","239","units ","0","v825418","12.2.2.1","12","","","","0"
"1994","Greenland","","Females","13 years","No, because my weight is fine","Percent","239","units ","0","v825416","12.2.2.2","64","","","","0"
"1994","Greenland","","Females","13 years","No, but I need to lose weight","Percent","239","units ","0","v825417","12.2.2.3","25","","","","0"
"1994","Greenland","","Females","15 years","Yes","Percent","239","units ","0","v825592","12.2.3.1","8","","","","0"
"1994","Greenland","","Females","15 years","No, because my weight is fine","Percent","239","units ","0","v825590","12.2.3.2","58","","","","0"
"1994","Greenland","","Females","15 years","No, but I need to lose weight","Percent","239","units ","0","v825591","12.2.3.3","35","","","","0"
"1994","Hungary","","Males","11 years","Yes","Percent","239","units ","0","v825169","13.1.1.1","0","","","","0"
"1994","Hungary","","Males","11 years","No, because my weight is fine","Percent","239","units ","0","v825167","13.1.1.2","0","","","","0"
"1994","Hungary","","Males","11 years","No, but I need to lose weight","Percent","239","units ","0","v825168","13.1.1.3","0","","","","0"
"1994","Hungary","","Males","13 years","Yes","Percent","239","units ","0","v825343","13.1.2.1","0","","","","0"
"1994","Hungary","","Males","13 years","No, because my weight is fine","Percent","239","units ","0","v825341","13.1.2.2","0","","","","0"
"1994","Hungary","","Males","13 years","No, but I need to lose weight","Percent","239","units ","0","v825342","13.1.2.3","0","","","","0"
"1994","Hungary","","Males","15 years","Yes","Percent","239","units ","0","v825517","13.1.3.1","0","","","","0"
"1994","Hungary","","Males","15 years","No, because my weight is fine","Percent","239","units ","0","v825515","13.1.3.2","0","","","","0"
"1994","Hungary","","Males","15 years","No, but I need to lose weight","Percent","239","units ","0","v825516","13.1.3.3","0","","","","0"
"1994","Hungary","","Females","11 years","Yes","Percent","239","units ","0","v825172","13.2.1.1","0","","","","0"
"1994","Hungary","","Females","11 years","No, because my weight is fine","Percent","239","units ","0","v825170","13.2.1.2","0","","","","0"
"1994","Hungary","","Females","11 years","No, but I need to lose weight","Percent","239","units ","0","v825171","13.2.1.3","0","","","","0"
"1994","Hungary","","Females","13 years","Yes","Percent","239","units ","0","v825346","13.2.2.1","0","","","","0"
"1994","Hungary","","Females","13 years","No, because my weight is fine","Percent","239","units ","0","v825344","13.2.2.2","0","","","","0"
"1994","Hungary","","Females","13 years","No, but I need to lose weight","Percent","239","units ","0","v825345","13.2.2.3","0","","","","0"
"1994","Hungary","","Females","15 years","Yes","Percent","239","units ","0","v825520","13.2.3.1","0","","","","0"
"1994","Hungary","","Females","15 years","No, because my weight is fine","Percent","239","units ","0","v825518","13.2.3.2","0","","","","0"
"1994","Hungary","","Females","15 years","No, but I need to lose weight","Percent","239","units ","0","v825519","13.2.3.3","0","","","","0"
"1994","Israel","","Males","11 years","Yes","Percent","239","units ","0","v825247","15.1.1.1","11","","","","0"
"1994","Israel","","Males","11 years","No, because my weight is fine","Percent","239","units ","0","v825245","15.1.1.2","75","","","","0"
"1994","Israel","","Males","11 years","No, but I need to lose weight","Percent","239","units ","0","v825246","15.1.1.3","15","","","","0"
"1994","Israel","","Males","13 years","Yes","Percent","239","units ","0","v825421","15.1.2.1","8","","","","0"
"1994","Israel","","Males","13 years","No, because my weight is fine","Percent","239","units ","0","v825419","15.1.2.2","77","","","","0"
"1994","Israel","","Males","13 years","No, but I need to lose weight","Percent","239","units ","0","v825420","15.1.2.3","15","","","","0"
"1994","Israel","","Males","15 years","Yes","Percent","239","units ","0","v825595","15.1.3.1","9","","","","0"
"1994","Israel","","Males","15 years","No, because my weight is fine","Percent","239","units ","0","v825593","15.1.3.2","78","","","","0"
"1994","Israel","","Males","15 years","No, but I need to lose weight","Percent","239","units ","0","v825594","15.1.3.3","13","","","","0"
"1994","Israel","","Females","11 years","Yes","Percent","239","units ","0","v825250","15.2.1.1","20","","","","0"
"1994","Israel","","Females","11 years","No, because my weight is fine","Percent","239","units ","0","v825248","15.2.1.2","63","","","","0"
"1994","Israel","","Females","11 years","No, but I need to lose weight","Percent","239","units ","0","v825249","15.2.1.3","18","","","","0"
"1994","Israel","","Females","13 years","Yes","Percent","239","units ","0","v825424","15.2.2.1","29","","","","0"
"1994","Israel","","Females","13 years","No, because my weight is fine","Percent","239","units ","0","v825422","15.2.2.2","54","","","","0"
"1994","Israel","","Females","13 years","No, but I need to lose weight","Percent","239","units ","0","v825423","15.2.2.3","17","","","","0"
"1994","Israel","","Females","15 years","Yes","Percent","239","units ","0","v825598","15.2.3.1","35","","","","0"
"1994","Israel","","Females","15 years","No, because my weight is fine","Percent","239","units ","0","v825596","15.2.3.2","45","","","","0"
"1994","Israel","","Females","15 years","No, but I need to lose weight","Percent","239","units ","0","v825597","15.2.3.3","20","","","","0"
"1994","Latvia","","Males","11 years","Yes","Percent","239","units ","0","v825253","16.1.1.1","8","","","","0"
"1994","Latvia","","Males","11 years","No, because my weight is fine","Percent","239","units ","0","v825251","16.1.1.2","81","","","","0"
"1994","Latvia","","Males","11 years","No, but I need to lose weight","Percent","239","units ","0","v825252","16.1.1.3","11","","","","0"
"1994","Latvia","","Males","13 years","Yes","Percent","239","units ","0","v825427","16.1.2.1","7","","","","0"
"1994","Latvia","","Males","13 years","No, because my weight is fine","Percent","239","units ","0","v825425","16.1.2.2","84","","","","0"
"1994","Latvia","","Males","13 years","No, but I need to lose weight","Percent","239","units ","0","v825426","16.1.2.3","10","","","","0"
"1994","Latvia","","Males","15 years","Yes","Percent","239","units ","0","v825601","16.1.3.1","2","","","","0"
