submission_date,state,case_number,death_number,new_death
2021-02-08,LA,25.07,0.49,23
2022-07-29,LA,47.90,0.19,9
2022-02-10,LA,50.16,1.53,72
2021-12-02,LA,10.07,0.13,6
2022-04-23,LA,0.00,0.00,0
2021-10-03,LA,12.25,0.26,12
2020-03-18,LA,1.51,0.06,3
2020-04-25,LA,7.92,0.92,43
2021-11-19,LA,10.24,0.30,14
2020-05-31,LA,4.98,0.13,6
2020-08-27,LA,14.42,0.49,23
2020-10-16,LA,16.49,0.43,20
2020-04-16,LA,12.37,1.13,53
2022-05-06,LA,9.69,0.06,3
2020-03-19,LA,2.79,0.06,3
2020-03-20,LA,3.09,0.09,4
2022-05-30,LA,0.00,0.00,0
2021-07-30,LA,113.16,0.66,31
2022-03-19,LA,0.00,0.00,0
2020-07-10,LA,56.27,0.53,25
2020-06-02,LA,8.63,0.72,34
2022-05-09,LA,17.70,0.19,9
2022-04-08,LA,2.13,0.04,2
2020-12-27,LA,68.65,0.40,19
2022-06-07,LA,32.82,0.11,5
2021-04-12,LA,21.06,0.53,25
2022-01-19,LA,244.96,1.09,51
2021-09-01,LA,52.74,1.00,47
2022-07-28,LA,54.50,0.19,9
2020-05-09,LA,11.97,0.85,40
2020-06-30,LA,21.60,0.47,22
2020-07-31,LA,38.32,0.51,24
2021-06-20,LA,4.86,0.00,0
2021-01-31,LA,71.35,1.24,58
2020-11-30,LA,3.60,0.28,13
2020-05-03,LA,5.18,1.32,62
2021-01-04,LA,23.92,1.02,48
2021-03-19,LA,4.13,0.30,14
2021-02-04,LA,58.79,0.81,38
2022-02-05,LA,0.00,0.00,0
2020-08-03,LA,23.41,0.36,17
2021-09-04,LA,29.44,0.36,17
2020-09-05,LA,0.00,0.00,0
2020-10-12,LA,1.28,0.30,14
2021-04-19,LA,9.93,0.09,4
2021-08-18,LA,140.70,1.85,87
2022-05-22,LA,0.00,0.00,0
2021-04-10,LA,0.00,0.00,0
2021-05-01,LA,5.39,0.00,0
2020-06-20,LA,18.53,0.43,20
2022-02-07,LA,136.19,1.02,48
2020-04-05,LA,10.95,1.45,68
2021-09-24,LA,21.34,0.83,39
2020-04-02,LA,58.06,0.79,37
2020-09-02,LA,24.52,0.00,0
2021-02-23,LA,29.90,0.55,26
2020-11-02,LA,5.86,0.17,8
2020-07-25,LA,0.00,0.00,0
2022-04-26,LA,4.96,0.13,6
2020-07-06,LA,23.45,0.17,8
2022-06-25,LA,0.00,0.00,0
2020-10-15,LA,15.83,0.26,12
2020-06-14,LA,7.16,0.21,10
2022-05-17,LA,15.78,0.09,4
2020-09-23,LA,13.12,0.45,21
2020-04-13,LA,8.97,0.94,44
2022-03-16,LA,3.58,0.21,10
2021-07-26,LA,53.93,0.13,6
2022-06-02,LA,24.22,0.11,5
2021-06-19,LA,4.86,0.00,0
2021-10-14,LA,17.93,0.60,28
2020-05-01,LA,14.21,1.38,65
2021-09-09,LA,104.43,1.64,77
2021-06-30,LA,12.59,0.13,6
2020-12-02,LA,76.57,0.98,46
2021-10-24,LA,0.00,0.00,0
2021-11-01,LA,32.57,0.17,8
2021-08-08,LA,117.42,0.34,16
2021-10-02,LA,12.25,0.26,12
2020-12-03,LA,58.42,0.49,23
2022-07-15,LA,41.87,0.04,2
2020-06-05,LA,9.09,0.62,29
2022-06-22,LA,39.96,0.06,3
2021-01-15,LA,78.91,0.00,0
2020-05-05,LA,6.88,1.09,51
2022-08-18,LA,37.53,0.47,22
2021-10-25,LA,18.70,0.38,18
2022-09-11,LA,0.00,0.00,0
2021-10-16,LA,7.63,0.19,9
2022-08-27,LA,0.00,0.00,0
2022-07-25,LA,70.56,0.13,6
2020-09-28,LA,5.11,0.32,15
2021-07-16,LA,34.18,0.15,7
2022-05-07,LA,0.00,0.00,0
2022-04-10,LA,0.00,0.00,0
2020-11-10,LA,28.33,0.21,10
2020-11-12,LA,81.55,0.83,39
2021-09-03,LA,55.91,1.09,51
2020-05-12,LA,5.01,0.83,39
2022-05-11,LA,12.99,0.09,4
2021-03-27,LA,0.00,0.00,0
2022-07-18,LA,89.78,0.17,8
2020-08-14,LA,27.65,0.60,28
2022-01-12,LA,374.69,0.30,14
2020-03-16,LA,0.77,0.02,1
2021-02-26,LA,19.23,0.55,26
2022-01-29,LA,0.00,0.00,0
2021-03-12,LA,11.65,0.70,33
2021-11-05,LA,11.46,0.38,18
2022-02-03,LA,99.64,1.28,60
2020-03-10,LA,0.00,0.00,0
2022-03-31,LA,2.88,0.21,10
2021-05-30,LA,5.20,0.00,0
2022-08-20,LA,0.00,0.00,0
2021-11-08,LA,17.25,0.15,7
2022-05-23,LA,27.18,0.04,2
2020-12-19,LA,0.00,0.00,0
2020-05-16,LA,5.96,0.66,31
2020-12-13,LA,94.18,1.09,51
2022-05-14,LA,0.00,0.00,0
2022-10-10,LA,12.08,0.19,9
2020-06-24,LA,18.79,0.38,18
2022-01-26,LA,164.28,1.00,47
2022-03-02,LA,27.11,1.51,71
2021-08-25,LA,140.98,2.34,110
2020-08-24,LA,13.27,0.38,18
2021-02-06,LA,0.00,0.00,0
2021-11-11,LA,0.00,0.00,0
2020-10-09,LA,5.47,0.55,26
2022-09-09,LA,26.99,0.09,4
2020-05-28,LA,6.50,0.38,18
2020-08-16,LA,25.15,1.64,77
2021-11-16,LA,10.01,0.19,9
2022-04-01,LA,1.55,0.23,11
2021-01-18,LA,20.68,1.06,50
2021-07-20,LA,33.27,0.43,20
2021-05-17,LA,7.94,0.23,11
2020-09-01,LA,14.67,1.15,54
2022-06-16,LA,33.44,0.09,4
2022-09-23,LA,12.10,0.28,13
2022-03-05,LA,0.00,0.00,0
2020-10-28,LA,23.39,0.38,18
2021-10-17,LA,7.63,0.19,9
2022-03-10,LA,2.90,0.64,30
2020-10-03,LA,0.00,0.00,0
2020-10-05,LA,4.64,0.19,9
2022-02-20,LA,0.00,0.00,0
2022-07-26,LA,37.93,0.47,22
2022-03-07,LA,9.88,0.66,31
2020-08-18,LA,13.63,0.60,28
2022-07-16,LA,0.00,0.00,0
2021-07-09,LA,20.64,0.21,10
2020-07-22,LA,59.02,1.32,62
2022-07-04,LA,0.00,0.00,0
2022-06-09,LA,31.01,0.09,4
2022-04-30,LA,0.00,0.00,0
2022-09-28,LA,9.61,0.32,15
2021-05-21,LA,7.24,0.11,5
2021-12-16,LA,21.83,0.13,6
2022-09-10,LA,0.00,0.00,0
2021-11-25,LA,5.32,0.00,0
2020-10-21,LA,29.03,0.38,18
2020-09-21,LA,5.18,0.19,9
2021-06-11,LA,4.86,0.21,10
2021-06-25,LA,4.47,0.13,6
2022-02-08,LA,48.75,1.34,63
2022-05-13,LA,13.42,0.09,4
2020-09-17,LA,10.18,0.36,17
2021-03-26,LA,9.56,0.30,14
2020-05-07,LA,6.94,2.43,114
2020-06-08,LA,4.98,0.17,8
2022-01-17,LA,0.00,0.00,0
2021-07-28,LA,100.08,0.30,14
2021-05-15,LA,7.88,0.00,0
2020-11-26,LA,0.00,0.00,0
2020-04-15,LA,9.22,1.92,90
2020-04-30,LA,7.26,1.28,60
2020-03-14,LA,0.00,0.00,0
2020-10-01,LA,11.74,0.17,8
2021-04-13,LA,9.63,0.30,14
2022-03-03,LA,11.37,0.72,34
2020-06-03,LA,5.88,0.75,35
2021-01-06,LA,146.45,0.98,46
2020-10-24,LA,0.00,0.00,0
2021-05-05,LA,9.93,0.28,13
2022-01-06,LA,299.83,0.23,11
2021-02-18,LA,17.64,0.32,15
2021-05-16,LA,7.88,0.00,0
2022-04-03,LA,0.00,0.00,0
2020-08-02,LA,73.84,1.24,58
2021-10-28,LA,10.46,0.40,19
2022-10-05,LA,7.73,0.19,9
2021-06-24,LA,7.77,0.17,8
2022-09-18,LA,0.00,0.00,0
2022-05-28,LA,0.00,0.00,0
2021-08-06,LA,130.26,1.02,48
2021-05-03,LA,5.39,0.23,11
2020-04-23,LA,10.24,1.43,67
2020-03-23,LA,2.92,0.11,5
2020-12-30,LA,143.64,1.09,51
2020-08-23,LA,26.05,1.26,59
2021-03-30,LA,10.84,0.21,10
2022-05-15,LA,0.00,0.00,0
2021-06-14,LA,3.96,0.15,7
2021-07-29,LA,94.01,0.43,20
2020-12-29,LA,84.05,1.30,61
2022-09-27,LA,15.04,0.17,8
2022-10-11,LA,8.84,0.19,9
2020-09-22,LA,16.02,0.23,11
2022-07-24,LA,0.00,0.00,0
2020-10-18,LA,24.34,0.49,23
2021-07-04,LA,10.71,0.02,1
2021-02-12,LA,24.92,0.79,37
2022-01-24,LA,348.51,1.06,50
2020-07-01,LA,44.37,0.36,17
2021-07-11,LA,16.98,0.04,2
2022-03-06,LA,0.00,0.00,0
2022-07-09,LA,0.00,0.00,0
2021-10-30,LA,0.00,0.00,0
2020-11-21,LA,0.00,0.00,0
2022-02-12,LA,0.00,0.00,0
2021-08-31,LA,52.74,0.94,44
2020-12-07,LA,21.58,0.49,23
2022-08-19,LA,42.77,0.26,12
2022-09-19,LA,27.94,0.09,4
2022-04-21,LA,3.73,0.15,7
2020-03-11,LA,0.15,0.00,0
2021-05-04,LA,21.24,0.26,12
2021-03-07,LA,15.76,0.68,32
2022-07-19,LA,61.17,0.19,9
2022-07-07,LA,90.16,0.04,2
2022-01-18,LA,620.33,1.24,58
2020-03-30,LA,10.33,0.72,34
2021-02-16,LA,0.00,0.00,0
2021-02-11,LA,58.10,0.58,27
2021-10-01,LA,29.24,0.83,39
2020-07-27,LA,49.90,0.49,23
2022-04-05,LA,4.05,0.17,8
2021-12-28,LA,91.86,0.17,8
2021-05-22,LA,4.15,0.00,0
2021-04-16,LA,10.20,0.19,9
2021-06-07,LA,5.71,0.09,4
2022-05-04,LA,7.48,0.04,2
2022-02-16,LA,25.90,0.98,46
2021-03-08,LA,10.73,0.21,10
2020-11-18,LA,47.48,0.60,28
2020-12-23,LA,63.34,1.45,68
2022-10-08,LA,0.00,0.00,0
2020-07-21,LA,36.02,0.77,36
2021-08-30,LA,52.74,0.94,44
2022-09-22,LA,13.27,0.06,3
2022-02-21,LA,38.36,1.38,65
2020-12-04,LA,66.01,0.51,24
2020-04-26,LA,6.82,1.81,85
2022-05-29,LA,0.00,0.00,0
2020-05-27,LA,9.44,0.45,21
2021-01-03,LA,123.17,1.04,49
2021-05-14,LA,8.97,0.19,9
2021-04-07,LA,14.91,0.23,11
2020-08-08,LA,0.00,0.00,0
2020-10-08,LA,11.16,0.11,5
2020-08-05,LA,31.57,0.96,45
2022-05-05,LA,9.41,0.06,3
2022-10-02,LA,0.00,0.00,0
2021-10-20,LA,10.54,0.77,36
2021-07-03,LA,10.71,0.02,1
2020-06-22,LA,9.82,0.26,12
2022-09-05,LA,0.00,0.00,0
2021-07-19,LA,28.35,0.11,5
2021-12-03,LA,10.20,0.26,12
2022-01-08,LA,0.00,0.00,0
2021-05-02,LA,5.39,0.00,0
2020-09-11,LA,16.08,0.87,41
2021-10-07,LA,20.68,0.79,37
2020-05-29,LA,0.00,0.55,26
2022-04-20,LA,5.11,0.13,6
2022-07-01,LA,38.00,0.13,6
2021-02-19,LA,9.39,0.72,34
2020-06-17,LA,19.77,0.43,20
2022-09-17,LA,0.00,0.00,0
2021-04-21,LA,14.19,0.21,10
2021-09-28,LA,21.96,1.15,54
2021-12-03,KY,65.02,0.46,21
2021-02-01,KY,35.87,0.81,37
2021-07-13,KY,10.98,0.15,7
2022-08-11,KY,46.34,0.15,7
2022-05-22,KY,16.57,0.11,5
2020-10-10,KY,21.07,0.29,13
2021-12-26,KY,23.35,0.50,23
2021-10-14,KY,46.01,1.14,52
2022-06-08,KY,37.78,0.07,3
2021-08-28,KY,101.89,0.79,36
2021-11-08,KY,11.35,0.40,18
2022-04-01,KY,4.46,0.15,7
2021-11-25,KY,43.00,0.31,14
2022-03-14,KY,4.13,0.29,13
2021-12-31,KY,159.82,0.81,37
2021-10-07,KY,50.75,0.99,45
2020-08-28,KY,18.99,0.20,9
2021-11-16,KY,38.11,0.42,19
2020-10-03,KY,21.31,0.26,12
2020-12-29,KY,67.39,1.36,62
2021-08-19,KY,110.72,0.81,37
2020-12-09,KY,78.60,1.16,53
2022-04-16,KY,5.66,0.11,5
2021-10-12,KY,44.34,0.83,38
2021-05-25,KY,8.12,0.22,10
2020-09-23,KY,18.96,0.24,11
2020-05-04,KY,2.72,0.24,11
2022-03-25,KY,6.48,0.26,12
2022-03-27,KY,2.06,0.15,7
2020-12-16,KY,63.37,1.19,54
2021-08-04,KY,57.40,0.31,14
2020-04-30,KY,4.59,0.18,8
2021-01-19,KY,51.17,1.05,48
2021-11-10,KY,37.69,0.46,21
2020-08-20,KY,19.40,0.29,13
2021-08-21,KY,86.77,0.86,39
2022-03-12,KY,10.03,0.44,20
2021-09-01,KY,119.47,1.12,51
2020-05-28,KY,3.73,0.11,5
2022-07-13,KY,58.08,0.18,8
2021-04-18,KY,6.65,0.09,4
2020-09-18,KY,17.63,0.22,10
2020-06-01,KY,3.01,0.13,6
2022-08-17,KY,69.78,0.15,7
2020-12-10,KY,71.51,1.01,46
2022-07-08,KY,59.79,0.20,9
2021-09-21,KY,79.00,1.56,71
2020-03-18,KY,0.24,0.00,0
2020-08-08,KY,17.85,0.22,10
2022-08-15,KY,23.73,0.24,11
2021-08-22,KY,67.37,0.66,30
2020-05-07,KY,3.95,0.15,7
2020-08-21,KY,15.74,0.31,14
2021-02-19,KY,32.99,0.42,19
2022-09-09,KY,41.57,0.02,1
2020-10-02,KY,20.15,0.22,10
2021-01-14,KY,88.17,1.16,53
2022-08-29,KY,33.85,0.04,2
2021-07-08,KY,6.83,0.09,4
2021-02-12,KY,29.94,0.53,24
2020-04-19,KY,2.74,0.09,4
2021-10-30,KY,22.35,0.57,26
2022-03-11,KY,15.69,0.18,8
2022-05-08,KY,9.39,0.00,0
2021-04-05,KY,3.99,0.11,5
2022-06-19,KY,20.26,0.15,7
2020-12-06,KY,53.05,1.34,61
2020-06-07,KY,1.67,0.18,8
2022-03-29,KY,6.32,0.20,9
2022-08-26,KY,67.54,0.15,7
2022-05-10,KY,21.07,0.02,1
2020-10-27,KY,41.18,0.42,19
2020-06-24,KY,5.75,0.07,3
2022-09-22,KY,18.75,0.00,0
2021-11-09,KY,37.71,0.26,12
2022-04-24,KY,5.09,0.00,0
2022-01-19,KY,355.37,1.03,47
2022-01-14,KY,345.21,1.27,58
2020-07-29,KY,11.88,0.13,6
2022-08-04,KY,47.13,0.13,6
2020-11-24,KY,68.44,0.72,33
2021-07-26,KY,15.96,0.18,8
2022-03-09,KY,14.16,0.33,15
2021-04-28,KY,14.90,0.15,7
2021-04-19,KY,5.40,0.15,7
2021-12-30,KY,166.25,0.83,38
2021-02-03,KY,54.04,0.61,28
2020-07-16,KY,14.97,0.15,7
2020-12-31,KY,91.20,1.36,62
2021-06-05,KY,4.06,0.15,7
2022-09-11,KY,16.29,0.04,2
2020-06-08,KY,2.66,0.13,6
2022-08-28,KY,33.67,0.09,4
2022-08-10,KY,45.48,0.24,11
2021-07-28,KY,34.70,0.24,11
2021-05-02,KY,7.49,0.15,7
2021-06-06,KY,0.64,0.07,3
2021-01-26,KY,62.03,0.77,35
2022-09-13,KY,28.67,0.07,3
2020-05-11,KY,2.37,0.18,8
2022-03-07,KY,7.07,0.66,30
2021-08-01,KY,22.48,0.31,14
2020-12-23,KY,63.02,1.32,60
2020-09-05,KY,16.62,0.33,15
2021-10-27,KY,32.11,0.42,19
2020-04-15,KY,2.72,0.22,10
2020-11-12,KY,59.38,0.59,27
2021-04-03,KY,9.97,0.07,3
2021-06-20,KY,2.09,0.11,5
2021-06-27,KY,1.78,0.07,3
2020-12-08,KY,65.19,1.27,58
2022-06-21,KY,32.00,0.22,10
2022-02-05,KY,70.31,1.08,49
2020-04-21,KY,2.22,0.29,13
2020-11-28,KY,53.43,0.88,40
2021-11-30,KY,60.17,0.33,15
2021-04-15,KY,16.57,0.18,8
2020-12-24,KY,59.64,1.62,74
2021-09-06,KY,59.81,0.92,42
2021-01-08,KY,101.70,0.97,44
2021-07-11,KY,4.92,0.04,2
2021-09-13,KY,52.40,1.40,64
2021-06-07,KY,1.01,0.09,4
2021-11-03,KY,29.83,0.46,21
2022-03-16,KY,31.15,0.20,9
2020-06-09,KY,5.58,0.07,3
2020-09-04,KY,18.37,0.29,13
2021-03-18,KY,13.54,0.31,14
2020-08-22,KY,17.63,0.29,13
2022-06-01,KY,33.43,0.11,5
2021-04-04,KY,5.90,0.18,8
2020-04-01,KY,2.85,0.13,6
2021-03-19,KY,14.77,0.20,9
2022-02-25,KY,31.78,0.75,34
2022-04-25,KY,6.15,0.07,3
2021-01-31,KY,38.11,0.90,41
2020-10-01,KY,16.62,0.18,8
2022-01-12,KY,310.92,0.86,39
2020-10-08,KY,20.59,0.44,20
2020-10-20,KY,31.81,0.55,25
2020-08-29,KY,18.75,0.42,19
2022-02-02,KY,191.38,1.08,49
2020-03-27,KY,0.88,0.04,2
2022-01-25,KY,283.84,0.70,32
2021-06-24,KY,4.21,0.07,3
2020-03-03,KY,0.00,0.00,0
2021-07-22,KY,21.16,0.11,5
2021-02-21,KY,20.35,0.50,23
2020-05-08,KY,4.08,0.24,11
2021-11-28,KY,25.75,0.37,17
2021-12-18,KY,46.25,0.68,31
2021-08-25,KY,120.22,0.64,29
2021-04-06,KY,13.72,0.15,7
2020-10-12,KY,13.72,0.37,17
2020-10-24,KY,38.02,0.53,24
2021-09-10,KY,119.43,1.05,48
2020-12-17,KY,74.45,1.36,62
2022-01-29,KY,224.84,0.99,45
2022-09-02,KY,58.74,0.04,2
2020-10-13,KY,19.01,0.33,15
2020-04-16,KY,2.24,0.18,8
2021-11-24,KY,44.58,0.31,14
2022-07-03,KY,24.25,0.11,5
2020-10-06,KY,20.30,0.15,7
2022-01-05,KY,278.24,0.72,33
2021-12-27,KY,38.15,0.72,33
2020-12-02,KY,82.31,0.90,41
2021-12-23,KY,70.53,0.59,27
2022-10-14,KY,26.05,0.64,29
2020-11-10,KY,55.40,0.59,27
2022-05-05,KY,13.72,0.09,4
2022-05-30,KY,15.45,0.18,8
2021-08-08,KY,35.98,0.29,13
2021-05-14,KY,9.88,0.11,5
2021-12-11,KY,49.56,0.53,24
2021-04-01,KY,14.42,0.11,5
2021-10-28,KY,30.05,0.50,23
2022-01-03,KY,94.93,0.64,29
2022-08-09,KY,43.94,0.26,12
2021-06-03,KY,5.79,0.09,4
2022-01-24,KY,154.49,1.25,57
2020-04-29,KY,5.49,0.20,9
2021-01-28,KY,51.91,0.97,44
2021-01-04,KY,51.14,1.10,50
2020-08-03,KY,8.69,0.09,4
2022-03-22,KY,7.02,0.31,14
2021-11-19,KY,43.44,0.26,12
2021-05-07,KY,12.80,0.07,3
2021-02-25,KY,29.39,0.64,29
2022-02-11,KY,98.01,0.99,45
2021-03-27,KY,11.66,0.29,13
2021-05-28,KY,6.30,0.11,5
2021-08-20,KY,93.29,0.75,34
2021-03-01,KY,7.64,0.33,15
2022-02-21,KY,19.69,0.59,27
2021-03-03,KY,20.33,0.22,10
2021-09-18,KY,85.85,1.19,54
2021-01-09,KY,94.93,1.25,57
2021-10-18,KY,12.56,0.59,27
2020-06-19,KY,5.47,0.09,4
2021-07-23,KY,20.55,0.11,5
2020-10-07,KY,19.34,0.31,14
2022-03-19,KY,6.32,0.35,16
2022-03-24,KY,6.39,0.22,10
2021-08-09,KY,32.53,0.53,24
2021-12-12,KY,26.87,0.68,31
2021-04-20,KY,12.99,0.18,8
2021-03-26,KY,13.10,0.24,11
2022-04-11,KY,3.14,0.13,6
2021-11-04,KY,28.01,0.42,19
2022-04-06,KY,5.75,0.11,5
2022-06-26,KY,25.40,0.11,5
2021-10-17,KY,16.68,0.81,37
2020-10-14,KY,30.53,0.33,15
2020-10-15,KY,27.90,0.26,12
2021-10-29,KY,26.14,0.42,19
2022-08-24,KY,75.16,0.20,9
2022-04-04,KY,2.26,0.13,6
2021-07-06,KY,2.92,0.18,8
2021-03-17,KY,19.47,0.20,9
2020-08-23,KY,11.24,0.22,10
2022-05-14,KY,22.35,0.15,7
2021-07-03,KY,4.43,0.07,3
2021-12-16,KY,56.50,0.57,26
2021-07-16,KY,12.42,0.13,6
2022-07-23,KY,52.99,0.24,11
2020-12-07,KY,43.75,1.49,68
2020-04-03,KY,3.31,0.22,10
2022-09-01,KY,57.97,0.09,4
2020-07-18,KY,13.57,0.11,5
2020-10-09,KY,26.56,0.46,21
2020-11-14,KY,63.50,0.55,25
2022-05-15,KY,15.43,0.11,5
2020-09-29,KY,20.74,0.18,8
2021-09-16,KY,109.42,1.27,58
2022-10-15,KY,0.00,0.00,0
2021-02-22,KY,11.02,0.44,20
2021-12-08,KY,62.34,0.37,17
2022-05-20,KY,37.58,0.02,1
2022-05-31,KY,15.12,0.04,2
2020-09-20,KY,9.88,0.20,9
2022-07-09,KY,45.99,0.15,7
2022-03-31,KY,4.72,0.15,7
2021-10-21,KY,31.83,0.59,27
2020-03-15,KY,0.24,0.00,0
2021-02-28,KY,15.17,0.44,20
2020-03-29,KY,1.49,0.02,1
2022-03-23,KY,6.74,0.15,7
2021-08-24,KY,97.99,0.99,45
2021-02-04,KY,49.72,0.83,38
2020-05-24,KY,2.90,0.18,8
2020-10-18,KY,18.35,0.42,19
2021-10-01,KY,89.21,1.08,49
2021-05-21,KY,8.38,0.20,9
2020-07-23,KY,15.74,0.18,8
2021-06-19,KY,3.47,0.11,5
2021-03-15,KY,5.84,0.29,13
2022-06-13,KY,18.99,0.15,7
2021-09-11,KY,106.81,1.47,67
2021-05-04,KY,14.86,0.07,3
2020-06-10,KY,4.41,0.15,7
2021-07-31,KY,33.78,0.24,11
2020-03-25,KY,1.10,0.04,2
2020-10-04,KY,13.70,0.29,13
2021-12-28,KY,114.45,0.48,22
2020-03-02,KY,0.00,0.00,0
2020-09-25,KY,19.51,0.31,14
2021-09-23,KY,87.49,1.30,59
2022-07-10,KY,33.23,0.15,7
2021-06-17,KY,4.32,0.07,3
2022-06-05,KY,21.40,0.11,5
2021-06-18,KY,4.04,0.09,4
2020-03-09,KY,0.00,0.00,0
2022-08-25,KY,81.70,0.13,6
2022-04-28,KY,10.56,0.11,5
2022-05-12,KY,34.62,0.07,3
2021-08-15,KY,57.44,0.55,25
2022-09-18,KY,11.37,0.02,1
2022-07-24,KY,29.06,0.20,9
2020-05-22,KY,3.95,0.15,7
2020-09-03,KY,20.30,0.33,15
2021-04-21,KY,15.78,0.20,9
2020-04-12,KY,2.06,0.13,6
2020-06-29,KY,3.99,0.13,6
2022-05-07,KY,13.72,0.09,4
2021-09-17,KY,111.02,1.45,66
2021-11-15,KY,14.27,0.20,9
2020-08-17,KY,9.11,0.24,11
2022-08-01,KY,28.56,0.11,5
2020-05-03,KY,2.92,0.15,7
2022-05-17,KY,32.29,0.04,2
2020-11-13,KY,76.58,0.68,31
2021-05-18,KY,11.28,0.13,6
2020-07-02,KY,7.75,0.20,9
2021-01-20,KY,79.39,1.21,55
2020-05-16,KY,5.33,0.22,10
2021-10-25,KY,11.68,0.53,24
2021-08-10,KY,56.15,0.35,16
2022-09-30,KY,67.83,0.57,26
2020-07-21,KY,11.72,0.15,7
2022-08-02,KY,44.69,0.26,12
2022-04-05,KY,5.93,0.31,14
2020-10-30,KY,43.79,0.40,18
2020-11-25,KY,75.33,1.08,49
2021-06-04,KY,5.90,0.13,6
2020-03-12,KY,0.04,0.00,0
2022-02-26,KY,27.22,0.79,36
2020-04-13,KY,1.65,0.20,9
2021-02-15,KY,15.63,0.46,21
2022-09-08,KY,51.65,0.02,1
2021-05-15,KY,8.38,0.18,8
2020-07-06,KY,5.49,0.31,14
2022-03-03,KY,23.95,0.68,31
2022-08-27,KY,63.79,0.24,11
2022-07-11,KY,29.17,0.22,10
2021-01-17,KY,52.94,1.12,51
2020-07-26,KY,9.37,0.15,7
2021-01-16,KY,70.53,1.01,46
2022-06-27,KY,21.62,0.22,10
2022-05-11,KY,23.95,0.07,3
2021-04-12,KY,5.82,0.22,10
2021-10-09,KY,43.46,0.88,40
2020-03-14,KY,0.09,0.00,0
2021-09-19,KY,66.33,1.10,50
2021-07-30,KY,36.85,0.22,10
2021-08-26,KY,125.95,1.16,53
2021-09-09,KY,130.76,1.34,61
2022-02-17,KY,80.93,0.97,44
2021-01-24,KY,47.41,0.90,41
2022-05-26,KY,30.82,0.11,5
2021-10-05,KY,55.23,0.92,42
2022-05-09,KY,9.39,0.04,2
2022-07-05,KY,26.05,0.15,7
2020-09-11,KY,20.00,0.26,12
2020-07-04,KY,7.33,0.15,7
2020-11-09,KY,39.09,0.81,37
2020-09-19,KY,18.28,0.13,6
2020-06-05,KY,5.73,0.20,9
2022-08-13,KY,37.64,0.20,9
2021-06-22,KY,4.37,0.13,6
2022-04-17,KY,3.56,0.07,3
2020-08-27,KY,18.57,0.26,12
2020-11-29,KY,57.73,1.12,51
2021-06-30,KY,5.18,0.09,4
2021-07-02,KY,4.06,0.04,2
2021-10-03,KY,26.54,1.25,57
2022-10-10,KY,66.36,0.44,20
2022-10-17,KY,15.10,0.00,0
2022-07-20,KY,68.37,0.09,4
2022-03-04,KY,20.83,0.70,32
2022-09-19,KY,9.68,0.07,3
2022-02-18,KY,72.39,0.92,42
2020-11-03,KY,39.27,0.46,21
2020-06-22,KY,2.41,0.09,4
2021-06-28,KY,1.93,0.09,4
2021-05-23,KY,4.87,0.18,8
2020-11-20,KY,88.55,1.14,52
2022-10-08,KY,0.00,0.00,0
2020-06-26,KY,6.23,0.18,8
2022-02-16,KY,83.19,0.99,45
2020-12-21,KY,40.89,1.47,67
2022-09-12,KY,14.49,0.02,1
2020-03-16,KY,0.20,0.02,1
2022-07-16,KY,48.22,0.13,6
2021-08-23,KY,57.44,0.64,29
2022-07-02,KY,39.55,0.13,6
2020-12-27,KY,33.74,1.19,54
2021-12-14,KY,55.67,0.57,26
2021-12-24,KY,66.22,0.66,30
2022-09-21,KY,19.18,0.09,4
2020-03-21,KY,0.50,0.02,1
2021-06-15,KY,5.11,0.13,6
2021-03-04,KY,20.28,0.24,11
2020-10-26,KY,16.00,0.50,23
2020-04-28,KY,2.77,0.09,4
2021-02-10,KY,46.23,0.61,28
2022-06-25,KY,34.15,0.13,6
2020-05-20,KY,4.32,0.26,12
2021-03-22,KY,5.60,0.44,20
2021-02-17,KY,16.37,0.57,26
2021-10-15,KY,36.28,0.68,31
2022-06-07,KY,32.99,0.09,4
2020-11-26,KY,74.61,1.08,49
2020-12-19,KY,59.31,1.27,58
2021-03-23,KY,14.77,0.33,15
2022-03-30,KY,5.33,0.15,7
2021-06-14,KY,2.00,0.13,6
2022-04-07,KY,5.88,0.11,5
2021-11-13,KY,34.79,0.35,16
2020-09-12,KY,18.24,0.20,9
2022-07-28,KY,58.12,0.15,7
2022-10-11,KY,0.00,0.00,0
2020-05-05,KY,5.97,0.20,9
2020-03-08,KY,0.00,0.00,0
2022-09-07,KY,46.51,0.02,1
2021-11-02,KY,26.71,0.31,14
2020-07-09,KY,9.31,0.20,9
2021-12-10,KY,61.48,0.53,24
2021-09-20,KY,42.96,1.10,50
2020-03-31,KY,2.24,0.18,8
2022-08-03,KY,54.00,0.11,5
2020-10-16,KY,26.01,0.48,22
2020-04-25,KY,4.52,0.22,10
2020-03-10,KY,0.04,0.00,0
2020-12-12,KY,63.68,1.43,65
2020-10-17,KY,28.45,0.46,21
2021-01-25,KY,30.34,0.94,43
2021-09-02,KY,138.37,1.12,51
2021-01-01,KY,69.01,1.16,53
2020-03-24,KY,1.78,0.04,2
2020-05-29,KY,6.43,0.15,7
2022-01-15,KY,368.89,0.92,42
2020-10-28,KY,41.86,0.44,20
2021-08-31,KY,106.88,1.10,50
2021-10-19,KY,31.39,0.70,32
2022-10-05,KY,70.33,0.66,30
2021-07-01,KY,4.24,0.00,0
